Source,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,pmDE,Gmag,BPmag,RPmag,BP-RP,RV,distancia_pc
3341191849974980864,84.10324410816,12.60106189151,5.0013,0.0896,51.811,-7.378,15.630106,16.67773,14.467084,2.210647,3.83,199.94801351648573
3385756701219469952,100.54359505125,27.23795103155,5.0013,0.1882,27.51,-6.708,18.200054,19.78472,16.924997,2.859722,,199.94801351648573
5865064338497767424,203.80894523165,-63.24259597073,5.0013,0.5907,-2.456,3.16,19.956264,20.899555,18.540361,2.359194,,199.94801351648573
5248621563830074368,140.93271524692,-64.84015537974,5.0013,0.0115,26.031,26.829,11.073974,11.443526,10.537032,0.906494,41.75,199.94801351648573
4159557078926277504,275.78360920738,-7.71696557452,5.0013,1.2514,-4.385,-5.647,20.103735,21.46595,18.697397,2.768553,,199.94801351648573
40350637928561024,58.152076871,15.86251151404,5.0013,0.3422,0.229,9.828,19.111244,20.84222,17.801693,3.040527,,199.94801351648573
6890628552250363136,320.8371158281,-13.51337331836,5.0013,0.0253,4.708,9.8,7.330598,7.783994,6.707541,1.076453,5.88,199.94801351648573
6282550484097085056,216.65217317302,-21.57551787925,5.0013,0.1085,-54.304,67.756,17.572187,19.19641,16.36925,2.82716,,199.94801351648573
4089775680187335552,275.28330362555,-22.66854339141,5.0013,0.7742,-0.191,1.053,19.570915,20.219116,18.326408,1.892708,,199.94801351648573
4201183597013451008,288.38895630286,-9.16613600725,5.0013,0.8857,3.314,-6.161,19.195185,19.39233,18.088501,1.303829,,199.94801351648573
4302143567885115648,293.75421175224,8.91288342813,5.0013,0.0154,13.027,-18.391,9.680581,9.874815,9.339852,0.534963,10.59,199.94801351648573
1942216891662431872,348.56483833741,47.24580503025,5.0013,0.553,1.813,4.168,19.552528,20.470978,18.09465,2.376327,,199.94801351648573
3374907373311052160,92.54513516857,19.7532342059,5.0013,0.5763,-3.068,-27.352,19.146744,21.049656,17.862354,3.187302,,199.94801351648573
5798992210874600960,229.71521066607,-70.25766144444,5.0013,1.6902,-1.611,-9.626,20.366833,21.626562,18.958212,2.66835,,199.94801351648573
6030121576641409408,255.17308152602,-28.59517537423,5.0013,0.4076,-5.449,-4.067,19.286436,19.41608,18.176962,1.239119,,199.94801351648573
4061754591947660928,264.01187951787,-26.90221283697,5.0013,1.0896,0.619,-0.464,19.941507,,,,,199.94801351648573
2511600121973005696,30.19584179754,2.87827082568,5.0013,0.0262,47.965,15.346,14.743094,15.64366,13.807763,1.835897,10.53,199.94801351648573
1997646979372615680,352.32357467326,55.41119135503,5.0013,0.1268,-13.184,-4.911,18.26031,20.167725,16.973507,3.194218,,199.94801351648573
2436869713952016896,351.5560272133,-10.7780787684,5.0013,0.7038,-10.538,11.561,19.78232,20.930521,18.460392,2.470129,,199.94801351648573
4043295131882030208,269.9096143658,-32.79318566273,5.0013,0.8652,-7.18,3.186,19.494423,,,,,199.94801351648573
453153237671049216,41.40861985584,53.94398439224,5.0013,1.391,6.742,-3.324,19.931303,20.172983,18.448587,1.724396,,199.94801351648573
4102826750082227456,279.02926761343,-16.33377458361,5.0013,0.8586,-4.308,-1.124,19.176916,,,,,199.94801351648573
3367384003654327296,107.24776536876,22.1646674708,5.0013,0.0686,-18.485,-16.835,16.639471,18.0469,15.473264,2.573636,,199.94801351648573
2033565176741349120,299.28889781255,31.37369537038,5.0013,1.2471,-10.07,-10.454,19.617603,20.650822,18.086893,2.563929,,199.94801351648573
6296887772125650560,214.70184292584,-17.32584328585,5.0013,0.099,-22.855,-49.46,15.572183,16.84656,14.312192,2.534368,40.35,199.94801351648573
1849855166148252544,321.98751684529,28.74589084884,5.0013,0.026,-12.944,-36.145,14.418452,15.339726,13.471725,1.868002,13.06,199.94801351648573
3467833358742474240,185.96856722808,-34.92728975383,5.0013,0.0301,-69.089,-21.244,15.269209,16.324505,14.248817,2.075687,8.68,199.94801351648573
1825138797602793472,294.15485419837,18.78331689233,5.0013,1.3873,-4.051,-0.82,20.379038,21.214684,19.030905,2.183779,,199.94801351648573
818926366426923136,138.93234083394,45.29359052599,5.0013,0.0157,-23.04,-29.124,9.668931,9.928291,9.248085,0.680206,12.66,199.94801351648573
1937344848261421440,352.65915629325,45.01353397008,5.0013,0.1103,14.609,-12.314,18.002827,19.745346,16.752754,2.992592,,199.94801351648573
2022825726936841984,291.64412826973,24.13272343529,5.0013,0.6092,-3.468,-10.987,19.183964,19.910673,17.880756,2.029917,,199.94801351648573
2411866201060810368,350.07690134,-13.23485953579,5.0013,0.1502,61.544,5.183,18.084044,19.680868,16.857079,2.82379,,199.94801351648573
5864917313233491840,201.44550543946,-63.89687055972,5.0013,1.2561,-10.98,-7.348,19.982195,21.138384,16.870464,4.267919,,199.94801351648573
5223123919237651584,131.03658245962,-70.3318684381,5.0013,0.1576,-7.331,23.344,18.727283,20.513996,17.396406,3.11759,,199.94801351648573
6105245884704010368,220.98877429011,-39.54542922842,5.0013,1.3147,5.804,0.487,20.446474,21.504332,19.117249,2.387083,,199.94801351648573
5647650345183314560,134.8995476412,-28.87172479968,5.0013,0.0604,44.502,-255.367,17.07763,18.155025,16.052795,2.10223,,199.94801351648573
6109181273041015808,210.6750572971,-44.28567538063,5.0013,0.1041,-15.671,-17.702,16.887737,18.468906,15.618627,2.85028,,199.94801351648573
5988774583637588352,235.63867909937,-45.49709671577,5.0013,1.1846,-15.998,8.583,20.243732,20.607906,18.676613,1.931293,,199.94801351648573
4090641103213083776,274.93859911685,-21.96797568217,5.0013,0.8684,-6.054,-3.826,20.163898,,,,,199.94801351648573
5979827582640821504,257.95650050385,-32.95574631812,5.0013,0.866,0.248,-5.165,20.17447,,,,,199.94801351648573
5826629706964468352,232.09389040719,-64.09253459344,5.0013,1.8879,-4.356,-1.969,20.397795,21.221994,18.33928,2.882715,,199.94801351648573
4117586834708875008,263.72918390738,-22.16138288718,5.0013,0.0207,-24.117,1.752,12.376043,12.901734,11.684679,1.217055,-31.38,199.94801351648573
4058708777296039424,262.47016465591,-29.62450906674,5.0013,1.2285,-4.069,-4.869,20.145952,,,,,199.94801351648573
4764049747031035392,74.39319429825,-57.38689951971,5.0013,0.0263,-8.774,59.11,13.320884,14.012684,12.510183,1.502501,-12.87,199.94801351648573
4552828615536803712,267.79387125941,20.91080954178,5.0013,0.0385,20.743,-2.79,16.03525,17.318766,14.917438,2.401327,,199.94801351648573
1294632992762154752,221.19433297624,37.60324666678,5.0013,0.0319,-20.254,3.711,11.335052,11.761313,10.747022,1.014292,-18.59,199.94801351648573
2591958955786327936,22.44240799336,15.58344207536,5.0013,0.7159,-28.16,-29.331,19.812895,21.248333,18.507822,2.740511,,199.94801351648573
4048036161444607232,277.06837991344,-29.80846910851,5.0013,1.3591,-2.852,-2.088,20.397451,,,,,199.94801351648573
4172867732331433600,272.07405290274,-6.51222783682,5.0013,0.9722,-2.522,-4.189,19.655611,20.601229,18.21536,2.385868,,199.94801351648573
4043922304354866560,270.6336089866,-31.14647845361,5.0013,1.1018,-3.208,-9.692,19.798191,,,,,199.94801351648573
4049322590053855616,273.90144923906,-31.01119805574,5.0013,1.1113,3.816,-10.04,19.884369,,,,,199.94801351648573
5836243321329427840,241.96838285039,-56.57507461862,5.0013,0.6279,-1.527,2.933,18.972649,19.380953,17.704992,1.67596,,199.94801351648573
5954285583941247488,267.01823458972,-45.47748375937,5.0013,0.7971,-3.358,6.51,17.420568,17.663345,16.373304,1.290041,,199.94801351648573
5825164813868582144,229.60204879048,-65.16245999332,5.0013,1.4627,-12.204,-5.53,20.07218,20.074116,18.878878,1.195238,,199.94801351648573
5978334445870050304,255.06257309957,-34.13159291858,5.0013,0.9341,9.991,10.338,18.877504,19.299292,17.72357,1.575722,,199.94801351648573
4451945876768484352,244.56533729408,8.24116348229,5.0013,0.018,12.939,-35.671,11.94003,12.325877,11.339753,0.986124,-17.42,199.94801351648573
2746462162217263872,357.83583884111,7.33467813711,5.0013,0.0764,-1.872,-35.304,15.94474,,,,,199.94801351648573
4480766997116207872,279.1234950283,10.92837012162,5.0013,0.1708,6.152,8.41,18.50355,20.36835,17.232176,3.136173,,199.94801351648573
6553744954072699648,347.04663935362,-35.3635252618,5.0013,0.354,-21.505,-15.946,19.565285,21.320465,18.25855,3.061914,,199.94801351648573
5982112505239590400,238.46856165384,-51.01656553426,5.0013,1.003,-1.194,-4.301,20.251413,21.294619,18.558674,2.735945,,199.94801351648573
3417150992304535168,80.74081442909,23.89975727077,5.0013,0.6668,-1.776,5.623,18.975008,19.551453,17.873209,1.678244,,199.94801351648573
6398652486719676672,330.29036169436,-66.83642056501,5.0013,0.0098,19.303,-8.236,12.526744,13.054328,11.842139,1.212189,8.25,199.94801351648573
5445405867132054400,154.50103852168,-35.92105282298,5.0013,0.0134,-43.414,23.627,12.41744,12.903732,11.776335,1.127398,53.26,199.94801351648573
5826949389991150976,231.27603178726,-62.8491923329,5.0013,0.6869,-4.702,-2.97,19.53671,,,,,199.94801351648573
4851622687087475456,46.4827768158,-42.23017862551,5.0013,0.0613,18.967,1.365,17.197004,18.81248,15.965241,2.84724,,199.94801351648573
4052666514228919040,274.10567478664,-26.18373816719,5.0013,1.5056,-2.701,-4.929,18.984985,18.767384,17.543266,1.224117,,199.94801351648573
4108313141231997056,260.65067617647,-26.70652495412,5.0013,1.9711,-9.378,-10.305,20.470526,21.13319,18.799692,2.333498,,199.94801351648573
353796419179533056,36.56100153709,47.14976780446,5.0013,0.0176,23.412,-18.456,13.012633,13.562163,12.305309,1.256854,-2.28,199.94801351648573
4006719705619754880,182.52400969556,27.41331592583,5.0013,0.1867,-69.702,23.481,18.187458,19.87193,16.988762,2.883167,,199.94801351648573
3907351995094391936,185.87795882552,11.46960929475,5.0013,0.2571,-29.108,-36.532,18.505165,20.288458,17.279022,3.009436,,199.94801351648573
5376136737661613696,171.24855649127,-43.84041025417,5.0013,0.1813,-95.837,30.814,18.937996,20.864511,17.622995,3.241516,,199.94801351648573
4040489972662247296,269.41561872458,-35.72191770105,5.0013,1.1476,-11.585,0.553,19.90426,20.668812,19.52997,1.138842,,199.94801351648573
4203497313173185792,282.27118202649,-9.01080600633,5.0013,1.0722,5.323,-7.489,18.956945,19.634838,17.855295,1.779543,,199.94801351648573
2267501187624050816,271.90378499368,74.45906420555,5.0013,0.0636,-22.799,45.06,17.591368,19.21905,16.39182,2.827228,,199.94801351648573
4799041635866550016,81.6975363967,-45.84746581564,5.0013,0.0298,-6.377,-3.457,15.231532,16.538769,14.10002,2.438748,-6.66,199.94801351648573
4882977185299537920,62.75579494623,-32.11813880217,5.0013,0.0258,32.186,-86.605,15.512404,16.704947,14.420621,2.284326,37.4,199.94801351648573
4164639816251062528,268.12644439561,-9.09022006128,5.0013,0.5502,-1.769,-5.506,14.662663,15.026757,13.6766,1.350158,,199.94801351648573
2888224567210589696,85.28719531653,-36.12313961896,5.0013,0.048,-0.206,1.318,16.853027,18.316582,15.663897,2.652684,,199.94801351648573
927920747929892480,124.57726462727,43.1693443909,5.0013,0.0839,-15.45,-3.535,17.211105,18.81806,16.018454,2.799606,,199.94801351648573
6029629957503664896,254.65944474682,-29.68802633421,5.0013,0.9812,-4.126,-1.178,19.000227,19.016584,17.697304,1.319281,,199.94801351648573
4129357720756417664,256.06929288114,-18.48941268425,5.0013,0.0221,1.668,-31.911,11.843348,12.29919,11.213041,1.086148,10.04,199.94801351648573
4062693574960996864,269.82028005716,-28.24753802231,5.0013,0.7272,-6.83,-4.97,18.701418,,,,,199.94801351648573
5972145088768467200,257.57502033019,-40.2879631057,5.0013,0.5596,-2.953,0.403,19.804617,21.334658,18.320726,3.013931,,199.94801351648573
4049761879325563648,274.52042317494,-29.4564849248,5.0013,0.6981,-7.308,-0.495,19.066408,19.4068,18.571878,0.834921,,199.94801351648573
1166828539994545792,227.28725365602,8.57627218262,5.0013,0.1111,-0.066,-32.216,17.39488,18.90505,16.10552,2.79953,,199.94801351648573
1314033321382312448,251.78415026625,32.22385849906,5.0013,0.2521,-28.128,-17.452,19.432688,21.043476,18.111763,2.931713,,199.94801351648573
2481429724770268160,25.09659853383,-2.91312631524,5.0013,0.2405,22.614,-35.466,18.79204,20.648998,17.513512,3.135487,,199.94801351648573
6040230800088253952,239.8625344922,-29.93819452642,5.0013,0.0705,-1.18,-12.512,16.89985,18.30658,15.742692,2.563888,,199.94801351648573
4063398366114704384,268.37039713616,-28.20821212337,5.0013,0.8658,-0.615,3.897,19.200455,20.005938,16.700964,3.304974,,199.94801351648573
6857776038166960384,313.81294993186,-18.72406690463,5.0013,0.2752,-7.108,-6.596,18.88319,20.551899,17.61274,2.939159,,199.94801351648573
4088591613464257920,285.47535391265,-16.58523290212,5.0013,1.1491,3.646,-8.409,20.114809,21.231377,19.27109,1.960287,,199.94801351648573
1999716986116862208,334.89134407808,49.22925012738,5.0013,0.0514,-11.803,-25.578,16.705051,18.202126,15.514651,2.687474,,199.94801351648573
1291903764384099840,226.16444138799,36.26211062302,5.0013,0.0557,36.126,-101.475,16.876266,18.351782,15.682879,2.668902,,199.94801351648573
269613277767981568,84.64621023242,58.40626908468,5.0013,0.0407,16.536,-62.454,15.607121,16.812887,14.513676,2.299212,,199.94801351648573
568564197231747456,53.11810442289,82.26391539106,5.0013,0.1499,18.085,-22.704,18.537945,20.486675,17.20033,3.286344,,199.94801351648573
5291601301552484096,122.60197319499,-58.52742208326,5.0013,0.04,-42.228,63.404,16.468979,17.76714,15.343414,2.423725,,199.94801351648573
1546692971117586304,181.7452792805,50.06474099571,5.0013,0.3199,-46.55,-67.651,19.426594,20.648514,17.985037,2.663477,,199.94801351648573
1094227546691654400,127.57681481691,68.44413198499,5.0013,0.0115,42.503,-46.961,10.684567,10.975185,10.218136,0.75705,-10.94,199.94801351648573
275468928804116096,67.23395204803,54.27475301961,5.0013,0.1414,16.574,-36.6,18.22432,19.934528,16.94795,2.986578,,199.94801351648573
4108436389616049792,257.32273618386,-28.2147053723,5.0013,1.5854,-2.423,-0.282,20.41196,,,,,199.94801351648573
5351011385186722176,162.73941332699,-57.62418340523,5.0013,0.6587,-3.856,14.675,16.018559,16.1467,14.90528,1.24142,,199.94801351648573
443308558449842816,53.11315773326,53.19357016603,5.0013,1.1087,-4.074,-2.301,19.887026,21.349655,18.131163,3.218492,,199.94801351648573
4318755337473221760,294.30011714826,15.69994593793,5.0013,1.2677,-12.245,-9.663,20.28365,21.543165,18.843927,2.699238,,199.94801351648573
4989698670108892288,17.63169304182,-36.73676056304,5.0013,0.1107,-4.401,1.934,12.08641,12.512588,11.484277,1.028312,13.68,199.94801351648573
4119722979636030080,266.07687096535,-20.13604082299,5.0013,0.691,3.572,1.326,18.839285,19.361784,17.41237,1.949413,,199.94801351648573
4109529957038090880,258.8635167259,-24.73091357023,5.0013,1.954,-5.752,6.055,19.814129,20.383287,18.313656,2.069632,,199.94801351648573
4041458573696272384,267.43754102736,-35.1279444991,5.0013,0.9673,-2.167,-9.161,19.35542,19.245144,17.651295,1.593849,,199.94801351648573
4992577157190022912,6.80374453406,-43.41687608546,5.0013,0.0128,15.379,-32.18,12.612956,13.102527,11.966472,1.136055,-2.15,199.94801351648573
6033212445621654784,254.20781815124,-28.04472365884,5.0013,0.8085,-6.112,-0.706,19.528648,19.90351,18.706167,1.197342,,199.94801351648573
4144294212623623552,270.63993483901,-16.462234333,5.0013,1.0707,2.475,-0.503,20.055584,20.655056,18.531513,2.123543,,199.94801351648573
4190752530203439232,301.87576599405,-11.10457928415,5.0013,0.1124,22.641,-40.695,17.371939,18.883335,16.168104,2.715231,,199.94801351648573
5861889842312096000,193.7551839147,-64.3531059169,5.0013,1.7757,-5.069,13.542,20.486416,21.517176,18.929895,2.58728,,199.94801351648573
1014043638308236288,134.2128863396,47.95478344289,5.0013,0.0291,-5.409,-61.0,15.160536,16.4485,14.036574,2.411925,-10.15,199.94801351648573
2261607118104676096,292.80243817828,69.56132699983,5.0013,0.015,-5.013,63.727,14.433031,15.333246,13.498996,1.834251,-20.62,199.94801351648573
4042310313117356544,269.87147868055,-34.18360923211,5.0013,0.8611,-5.045,1.964,18.602606,,,,,199.94801351648573
4064025220870201344,269.44509582604,-26.6679137224,5.0013,0.0189,-8.857,-16.97,12.692435,13.245489,11.996226,1.249263,-9.95,199.94801351648573
396123257464769280,0.42695270912,52.62840223255,5.0013,0.0105,25.921,33.671,12.568203,13.024734,11.949677,1.075057,-8.6,199.94801351648573
4137122132565951488,263.13572636644,-15.56666503102,5.0013,1.3489,-6.798,-5.372,20.44526,,,,,199.94801351648573
4160398274045001984,275.01814458526,-7.22236132179,5.0013,0.3912,-37.933,22.395,19.443497,21.51708,18.130722,3.386358,,199.94801351648573
3931848152088318976,189.53150520813,13.38536819313,5.0013,0.0187,-67.918,-2.944,11.615633,12.030614,11.040736,0.989878,-42.02,199.94801351648573
5029135570920597888,20.1594009089,-30.38423663762,5.0013,0.2047,0.825,9.534,18.701134,20.404188,17.409101,2.995087,,199.94801351648573
5541026304597494144,122.86029438777,-37.89431803746,5.0013,1.0364,6.4,0.908,19.8155,20.1194,18.092627,2.026774,,199.94801351648573
6028572231670524032,255.89251492334,-30.73348235076,5.0013,0.7454,-9.092,-5.776,20.054947,20.176916,18.489273,1.687643,,199.94801351648573
4519646213623166208,286.2485921793,20.22801689244,5.0013,0.0143,1.479,-11.567,9.912811,10.456925,9.217858,1.239067,,199.94801351648573
395352465454809600,2.90926762331,50.90245055719,5.0013,0.012,-13.521,-26.253,12.321836,12.774685,11.711047,1.063638,-31.72,199.94801351648573
4143736382220798336,270.07506739117,-18.08528948294,5.0013,1.3533,-1.641,2.667,20.193926,21.510754,19.67134,1.839413,,199.94801351648573
4095247129156126976,270.95661276398,-19.30032699325,5.0013,1.4839,3.747,-1.037,20.453419,21.504549,18.916357,2.588192,,199.94801351648573
1828883180142798080,303.03930092439,21.32693320912,5.0013,1.5049,-3.894,-8.084,19.504862,19.84517,18.076145,1.769024,,199.94801351648573
5859360209634016128,184.5761694568,-68.24286023087,5.0013,0.0974,-44.632,-2.588,17.26533,18.76212,15.947907,2.814212,,199.94801351648573
1577988958989798144,192.16707506461,57.9603161051,5.0013,0.089,-5.679,-3.086,17.825993,19.541365,16.590088,2.951277,,199.94801351648573
5754350320794084992,130.92975707801,-6.81681095308,5.0013,0.0755,-68.87,5.973,17.071115,18.60487,15.875048,2.729822,,199.94801351648573
2013653051173014144,346.54067713973,60.15438117351,5.0013,0.1295,-2.937,-19.486,18.537176,20.496065,17.266266,3.229799,,199.94801351648573
5577694983016875136,101.0029701314,-36.12266249142,5.0013,0.0088,-16.397,7.121,10.716894,10.983735,10.289993,0.693742,-3.27,199.94801351648573
4106731150148398976,281.54078343859,-11.7479447214,5.0013,1.2776,-6.764,-8.094,20.462063,21.6711,19.004587,2.666513,,199.94801351648573
1782194656546717696,333.6783925151,22.41738868124,5.0013,0.0166,98.266,60.967,13.552648,14.219158,12.768085,1.451073,-17.9,199.94801351648573
4159629650990182144,275.59779489374,-7.41687318131,5.0013,2.6314,-2.636,-7.076,20.492847,,19.172651,,,199.94801351648573
4117232448328681600,264.68195016697,-21.95921500025,5.0013,1.9385,-3.476,-3.942,20.24677,,,,,199.94801351648573
1813763525168251648,313.38412268462,19.99068057668,5.0013,0.0769,-13.59,-30.316,17.245913,18.895262,16.016203,2.879059,,199.94801351648573
1189591974034946432,237.29961891844,11.36586269949,5.0013,0.4403,10.226,-14.364,19.866829,21.145382,18.571712,2.573669,,199.94801351648573
4040706370344516736,267.8535201851,-35.24435350887,5.0013,0.6855,-0.464,-2.679,18.963427,,,,,199.94801351648573
4673677793968628352,53.07801179512,-64.01642403028,5.0013,0.0159,48.278,61.323,10.450706,10.957139,9.790912,1.166227,25.42,199.94801351648573
5446181710024298880,154.30257895458,-35.57884688734,5.0013,0.0807,1.035,-39.369,17.429594,18.945105,16.16486,2.780245,,199.94801351648573
2363163372163880320,10.13953827641,-19.02214141471,5.0013,0.0603,16.805,-57.464,16.164,17.519964,15.011757,2.508207,,199.94801351648573
6589967613032609536,321.66043043542,-36.62880384771,5.0013,0.0439,23.535,-35.795,16.005909,17.286139,14.885237,2.400902,,199.94801351648573
4261330731358505600,287.42580223447,-2.42197346801,5.0013,1.5676,-5.287,-2.374,20.339102,20.964895,19.134472,1.830423,,199.94801351648573
6477581096422773376,314.0570465751,-50.61855517233,5.0013,0.2405,-0.314,-25.539,19.070187,20.697678,17.791067,2.906611,,199.94801351648573
5888645907979245952,233.64980692731,-52.85511052463,5.0013,1.0743,-4.134,-1.215,20.448362,21.399967,18.904799,2.495169,,199.94801351648573
5969869821225384832,252.73200544813,-40.00389951812,5.0013,1.1824,-1.344,-1.098,20.427567,21.174677,18.619032,2.555645,,199.94801351648573
4042092334854195840,269.9046504238,-34.74765593067,5.0013,0.8975,-6.886,-1.559,19.091454,18.800179,17.371655,1.428524,,199.94801351648573
3560695877442287232,173.41728471516,-15.30234474257,5.0013,0.0722,-70.297,-115.804,16.802174,18.038126,15.702738,2.335388,,199.94801351648573
6067991544537754112,196.8394816499,-53.52412158369,5.0013,1.5943,-19.454,-1.594,20.466337,21.672693,19.209764,2.462929,,199.94801351648573
4048935939948795392,273.58211537666,-31.34414922855,5.0013,0.9234,-7.91,-9.2,19.253572,,,,,199.94801351648573
4108376942966388352,260.19604486706,-26.46466291304,5.0013,1.0431,-0.608,-6.146,19.803171,19.90564,17.867182,2.038458,,199.94801351648573
728775926300820352,155.71998309087,27.07886149746,5.0013,0.1092,-6.324,-69.311,17.526676,19.105951,16.336172,2.769779,,199.94801351648573
6701561068233621888,273.40857251511,-52.65892364476,5.0013,1.1298,-6.363,-2.082,19.150736,19.486048,18.188457,1.29759,,199.94801351648573
5767407846009832704,248.55372132829,-84.50210351432,5.0013,0.0549,-17.965,-67.475,16.762327,18.100403,15.393451,2.706952,,199.94801351648573
59586761357314816,49.36965281419,20.07202603648,5.0013,0.0798,-9.683,-31.388,16.738722,18.111607,15.59101,2.520596,,199.94801351648573
2306037489628489344,0.91333000897,-40.31407878694,5.0013,0.0264,31.803,-22.34,15.029457,16.084755,14.008352,2.076403,19.88,199.94801351648573
4628863791667414656,56.46765919434,-75.80747060222,5.0013,0.0871,77.536,71.124,17.910294,19.51073,16.680712,2.830019,,199.94801351648573
5773937501969000704,258.8572966851,-82.84870271027,5.0013,0.0294,-22.603,-17.529,15.83391,17.04211,14.705169,2.336942,,199.94801351648573
4040788455682878976,268.34875171749,-35.08737915123,5.0013,0.461,5.197,6.979,17.802649,17.119484,16.348276,0.771208,,199.94801351648573
4326605541231298688,251.20168152006,-14.56284416991,5.0013,0.0345,23.933,-15.355,15.109126,16.11386,13.977447,2.136413,44.62,199.94801351648573
4043520879547037952,267.90426153147,-32.356560848,5.0013,2.3449,-11.098,-6.321,20.188887,,,,,199.94801351648573
5373939363676315776,169.49920058347,-49.40016140514,5.0013,0.0559,73.003,10.199,16.683641,18.017553,15.544462,2.473091,,199.94801351648573
3136656225912573952,112.78581460682,3.99651705348,5.0013,0.1122,-39.939,46.783,17.565872,19.028967,16.3931,2.635866,,199.94801351648573
5977463495239324928,254.65909887037,-36.31871714117,5.0013,0.0631,-21.769,-46.815,13.153685,13.822475,12.359968,1.462507,-16.71,199.94801351648573
4036982290047012352,270.35075222369,-37.71396334187,5.0013,0.6233,-5.159,0.394,19.440554,19.602274,18.445362,1.156912,,199.94801351648573
5861827307584544896,192.10396741048,-64.74445567606,5.0013,1.2893,-9.378,-0.877,20.126328,,,,,199.94801351648573
990752786575626752,107.85376946784,59.84578764077,5.0013,0.8678,8.728,-6.856,16.582937,16.886652,15.584991,1.301661,,199.94801351648573
4652108399538344192,78.71915746854,-70.28212358878,5.0013,1.159,3.215,4.027,20.391293,20.602541,19.970587,0.631954,,199.94801351648573
257488516377428608,69.62352096553,48.01253850574,5.0013,0.0179,-0.454,-46.665,14.089889,14.956639,13.176828,1.779811,-16.17,199.94801351648573
5169491563100994304,49.53323023926,-6.5094171909,5.0013,0.2425,33.133,-6.942,18.614923,20.452057,17.253931,3.198126,,199.94801351648573
6053495617634996352,185.53675897767,-64.15528591106,5.0013,1.1582,-2.677,0.975,20.351398,21.096308,18.667715,2.428593,,199.94801351648573
4049684913594772096,273.2068756107,-29.71610960184,5.0013,0.8111,-7.798,-7.626,19.17539,19.330702,18.255224,1.075478,,199.94801351648573
5972744253866396416,259.29831298557,-38.30724245487,5.0013,1.3621,-9.422,-7.06,20.42348,20.955338,18.626251,2.329086,,199.94801351648573
5936916770546711296,252.23913392136,-52.07202001625,5.0013,1.2354,1.088,-6.457,20.4728,20.400694,18.978687,1.422007,,199.94801351648573
6056060159778389760,194.93836703341,-60.0683955311,5.0013,0.2038,-12.907,-3.429,11.945604,12.405815,11.203609,1.202206,-7.63,199.94801351648573
3988323437272652800,162.0332639927,20.95644646692,5.0013,0.1406,-23.742,-14.088,17.740074,19.264902,16.540916,2.723986,,199.94801351648573
5931105404894453632,249.9866604691,-52.58954778816,5.0013,1.4623,-5.723,-11.923,20.265635,20.700823,19.12736,1.573463,,199.94801351648573
4194413109349302016,294.03708633156,-9.3284510527,5.0013,0.8153,-0.41,-5.827,15.899881,16.19782,14.923419,1.274402,,199.94801351648573
5831269165000799744,245.41360498342,-60.45015385869,5.0013,0.693,-0.452,-2.563,20.052359,20.405392,18.887268,1.518124,,199.94801351648573
4041284782201255296,265.73681714412,-35.41257076219,5.0013,0.5701,1.871,-0.281,19.624617,19.829174,17.668169,2.161005,,199.94801351648573
1409588475338574208,255.08755054096,50.66392326283,5.0013,0.1734,2.429,23.054,18.678093,20.490221,17.388607,3.101614,,199.94801351648573
3559368663827159296,166.9381771911,-16.61890408329,5.0013,0.1586,-20.1,-17.495,17.537691,,,,,199.94801351648573
4055983672058118528,267.57133676678,-30.38516370078,5.0013,0.0604,-23.719,-64.028,15.0582,15.976316,14.010916,1.9654,34.92,199.94801351648573
5852029593788327040,209.79452077827,-65.25389531812,5.0013,1.1296,-4.346,-6.784,20.14732,19.6913,18.336636,1.354664,,199.94801351648573
5932843835916162944,241.92652033293,-53.65385194415,5.0013,2.1376,-5.307,-3.912,20.493736,21.429842,18.567717,2.862125,,199.94801351648573
4062820744537108864,271.56341271391,-28.31412053759,5.0013,1.5951,-7.956,0.088,19.15016,,,,,199.94801351648573
1266023043075941248,221.59188295653,23.87790085321,5.0013,0.1452,-11.234,-67.001,17.966413,19.660604,16.705553,2.955051,,199.94801351648573
4607605391476832512,267.24244261876,34.31927128256,5.0013,0.0341,-115.669,-182.98,16.13046,17.271036,15.069072,2.201964,,199.94801351648573
2510820907531078784,28.53537866953,0.70772298007,5.0013,0.214,28.908,3.721,18.370346,20.146284,17.099617,3.046667,,199.94801351648573
652848364868738944,125.96438868235,15.82180738949,5.0013,0.0308,13.218,3.654,14.955276,16.08012,13.898701,2.181419,7.05,199.94801351648573
211656920357294464,89.27850627083,50.88014473043,5.0013,0.0379,6.31,-79.953,15.773242,16.941305,14.697467,2.243838,,199.94801351648573
1192237807033335296,240.91068131386,15.1576411882,5.0013,0.52,44.162,-34.162,19.850464,21.341179,18.553823,2.787355,,199.94801351648573
5538389843212748288,116.21097385427,-39.58561977736,5.0013,0.3902,13.744,-33.773,19.890635,21.46905,18.515455,2.953594,,199.94801351648573
5875454998283994368,229.26435774028,-61.09580819734,5.0013,0.7364,-1.535,-8.28,19.535273,19.97762,18.143848,1.833771,,199.94801351648573
3331230205907956736,97.93908605852,12.22692621542,5.0013,0.1321,37.013,-7.828,17.49418,18.826767,16.15445,2.672318,,199.94801351648573
5290054975891959680,123.5480049156,-61.53521683054,5.0013,0.0119,-31.261,34.583,9.194434,9.640116,8.58047,1.059646,,199.94801351648573
